n features,dimensions,c,iterations
100,2,0.4,204
100,2,0.4,12
100,2,0.4,39
100,2,0.4,2032
100,2,0.4,112
100,2,0.4,5
100,2,0.4,145
100,2,0.4,7777
100,2,0.4,5
100,2,0.4,2
100,2,0.4,5
100,2,0.4,6
100,2,0.4,18
100,2,0.4,889
100,2,0.4,38
100,2,0.4,45
100,2,0.4,265
100,2,0.4,375
100,2,0.4,29
100,2,0.4,144
100,2,0.4,7
100,2,0.4,11
100,2,0.4,1179
100,2,0.4,53
100,2,0.4,34
100,2,0.4,19
100,2,0.4,1574
100,2,0.4,195
100,2,0.4,13
100,2,0.4,105
100,2,0.4,18
100,2,0.4,109
100,2,0.4,20
100,2,0.4,28
100,2,0.4,771
100,2,0.4,5
100,2,0.4,20
100,2,0.4,4
100,2,0.4,420
100,2,0.4,251
100,2,0.4,3
100,2,0.4,2
100,2,0.4,8
100,2,0.4,33
100,2,0.4,5
100,2,0.4,87
100,2,0.4,77
100,2,0.4,25
100,2,0.4,60
100,2,0.4,498
100,2,0.4,3
100,2,0.4,566
100,2,0.4,77
100,2,0.4,133
100,2,0.4,20
100,2,0.4,7
100,2,0.4,176
100,2,0.4,63
100,2,0.4,5
100,2,0.4,16
100,2,0.4,1354
100,2,0.4,27
100,2,0.4,58
100,2,0.4,1955
100,2,0.4,11
100,2,0.4,622
100,2,0.4,9
100,2,0.4,2
100,2,0.4,193
100,2,0.4,171
100,2,0.4,7
100,2,0.4,14
100,2,0.4,822
100,2,0.4,8
100,2,0.4,301
100,2,0.4,6
100,2,0.4,4
100,2,0.4,515
100,2,0.4,2
100,2,0.4,5914
100,2,0.4,15
100,2,0.4,6
100,2,0.4,54
100,2,0.4,11
100,2,0.4,23
100,2,0.4,135
100,2,0.4,336
100,2,0.4,103
100,2,0.4,159
100,2,0.4,180
100,2,0.4,103
100,2,0.4,70
100,2,0.4,29
100,2,0.4,80
100,2,0.4,11
100,2,0.4,136
100,2,0.4,657
100,2,0.4,121
100,2,0.4,5
100,2,0.4,51
100,2,0.4,211
100,2,0.4,67
100,2,0.4,14
100,2,0.4,86
100,2,0.4,4
100,2,0.4,11
100,2,0.4,2
100,2,0.4,12
100,2,0.4,6
100,2,0.4,23
100,2,0.4,14
100,2,0.4,941
100,2,0.4,40
100,2,0.4,93
100,2,0.4,177
100,2,0.4,57
100,2,0.4,147
100,2,0.4,177
100,2,0.4,687
100,2,0.4,2858
100,2,0.4,4
100,2,0.4,15
100,2,0.4,350
100,2,0.4,106
100,2,0.4,31
100,2,0.4,10000
100,2,0.4,242
100,2,0.4,8
100,2,0.4,15
100,2,0.4,571
100,2,0.4,2
100,2,0.4,12
100,2,0.4,355
100,2,0.4,70
100,2,0.4,43
100,2,0.4,27
100,2,0.4,11
100,2,0.4,4
100,2,0.4,214
100,2,0.4,9
100,2,0.4,17
100,2,0.4,4
100,2,0.4,217
100,2,0.4,140
100,2,0.4,7
100,2,0.4,87
100,2,0.4,3
100,2,0.4,11
100,2,0.4,2
100,2,0.4,40
